city,state_id,lat,lng,population,timezone,military
Palmas del Mar,PR,18.0924,-65.8005,2192,America/Puerto_Rico,False
Corazón,PR,17.994,-66.0832,2191,America/Puerto_Rico,False
Fremont,IN,41.728,-84.9396,2190,America/Detroit,False
Waskom,TX,32.4766,-94.0646,2190,America/Chicago,False
Blackville,SC,33.3552,-81.2835,2189,America/New_York,False
Fairfield Bay,AR,35.605,-92.2658,2189,America/Chicago,False
Lyons,CO,40.2231,-105.2692,2189,America/Denver,False
Crystal Lake,CT,41.9343,-72.3756,2188,America/New_York,False
Ravensworth,VA,38.8032,-77.2223,2188,America/New_York,False
Murphys,CA,38.1447,-120.4348,2188,America/Los_Angeles,False
Lemont,PA,40.812,-77.8161,2188,America/New_York,False
Belleair Bluffs,FL,27.9198,-82.8192,2187,America/New_York,False
Old Brookville,NY,40.8332,-73.604,2187,America/New_York,False
Chiefland,FL,29.4923,-82.8682,2186,America/New_York,False
Old Orchard,PA,40.6575,-75.2609,2185,America/New_York,False
Arial,SC,34.8462,-82.6404,2185,America/New_York,False
Lexington,OK,35.0179,-97.3345,2185,America/Chicago,False
Pine Beach,NJ,39.9359,-74.17,2184,America/New_York,False
Parkwood,CA,36.9293,-120.0482,2183,America/Los_Angeles,False
Pink,OK,35.2327,-97.1002,2181,America/Chicago,False
Marionville,MO,37.0021,-93.6362,2181,America/Chicago,False
Ashford,AL,31.1858,-85.2359,2181,America/Chicago,False
Glendale,OH,39.2707,-84.4586,2181,America/New_York,False
Tullytown,PA,40.1401,-74.8107,2181,America/New_York,False
Rio Verde,AZ,33.7278,-111.674,2180,America/Phoenix,False
Erwinville,LA,30.5427,-91.3913,2180,America/Chicago,False
Hoschton,GA,34.0853,-83.7593,2180,America/New_York,False
Amherst,VA,37.5816,-79.0509,2180,America/New_York,False
North Conway,NH,44.0524,-71.1247,2179,America/New_York,False
Pierre Part,LA,29.9555,-91.2074,2179,America/Chicago,False
Earle,AR,35.2734,-90.4642,2179,America/Chicago,False
Spring Grove,PA,39.8809,-76.8641,2178,America/New_York,False
Ranchos de Taos,NM,36.3619,-105.6016,2178,America/Denver,False
East Uniontown,PA,39.896,-79.6976,2176,America/New_York,False
Pine Island Center,FL,26.6351,-82.1253,2175,America/New_York,False
Upper Nyack,NY,41.1143,-73.9057,2175,America/New_York,False
Croom,MD,38.7458,-76.7555,2174,America/New_York,False
Cibecue,AZ,34.0333,-110.4854,2173,America/Phoenix,False
Boles Acres,NM,32.8196,-105.9782,2173,America/Denver,False
Polo,IL,41.9847,-89.579,2171,America/Chicago,False
Newkirk,OK,36.8816,-97.0554,2170,America/Chicago,False
Lakeshore,LA,32.535,-92.0328,2170,America/Chicago,False
Creston,OH,40.9769,-81.8998,2170,America/New_York,False
Cordova,AK,60.5348,-145.6092,2169,America/Anchorage,False
Wells,MN,43.7432,-93.7278,2169,America/Chicago,False
South Fallsburg,NY,41.7218,-74.635,2168,America/New_York,False
Kearny,AZ,33.0564,-110.9074,2168,America/Phoenix,False
Cheney,KS,37.6353,-97.7797,2167,America/Chicago,False
Schofield,WI,44.9149,-89.6148,2166,America/Chicago,False
Jellico,TN,36.5651,-84.1355,2165,America/New_York,False
Adamsville,TN,35.2563,-88.3862,2164,America/Chicago,False
Pymatuning Central,PA,41.5855,-80.4795,2163,America/New_York,False
Shiner,TX,29.4332,-97.1734,2162,America/Chicago,False
Whitney,TX,31.952,-97.3192,2162,America/Chicago,False
Bethel Island,CA,38.0288,-121.6404,2161,America/Los_Angeles,False
Chinchilla,PA,41.4846,-75.666,2161,America/New_York,False
Spencerville,OH,40.7079,-84.3526,2161,America/New_York,False
Corralitos,CA,36.9941,-121.7892,2160,America/Los_Angeles,False
Rockwell,NC,35.5538,-80.4072,2159,America/New_York,False
Eagle,WI,42.879,-88.4697,2159,America/Chicago,False
Spiro,OK,35.2412,-94.623,2158,America/Chicago,False
Messiah College,PA,40.1576,-76.984,2158,America/New_York,False
Gassville,AR,36.285,-92.4868,2158,America/Chicago,False
Patton Village,TX,30.1954,-95.1643,2157,America/Chicago,False
Penndel,PA,40.1552,-74.9147,2157,America/New_York,False
Union City,OK,35.4015,-97.9047,2157,America/Chicago,False
Carlisle,AR,34.7947,-91.7361,2156,America/Chicago,False
McAdoo,PA,40.9009,-75.9924,2156,America/New_York,False
Plainview,TN,36.1808,-83.7931,2156,America/New_York,False
Walden,TN,35.1635,-85.3098,2156,America/New_York,False
Helmetta,NJ,40.3777,-74.4239,2155,America/New_York,False
Farmington,MS,34.9224,-88.4432,2155,America/Chicago,False
Glendale,MS,31.368,-89.3086,2155,America/Chicago,False
Garyville,LA,30.0688,-90.6285,2155,America/Chicago,False
Reed Creek,GA,34.4395,-82.9103,2155,America/New_York,False
Bottineau,ND,48.8248,-100.4425,2154,America/Chicago,False
Ware Shoals,SC,34.3922,-82.2421,2154,America/New_York,False
Manchester,MI,42.1484,-84.0346,2154,America/Detroit,False
Freeland,WA,48.0185,-122.5358,2154,America/Los_Angeles,False
Brewster,OH,40.7135,-81.5992,2153,America/New_York,False
Townsend,MT,46.3192,-111.5197,2152,America/Denver,False
Eglin AFB,FL,30.4592,-86.5499,2152,America/Chicago,True
New Ellenton,SC,33.4198,-81.6825,2151,America/New_York,False
New Glarus,WI,42.813,-89.6337,2151,America/Chicago,False
Stonybrook,PA,39.9798,-76.6318,2151,America/New_York,False
Evansburg,PA,40.1899,-75.4348,2151,America/New_York,False
Millville,UT,41.685,-111.8212,2150,America/Denver,False
Lake Wazeecha,WI,44.3709,-89.7551,2150,America/Chicago,False
Elmendorf,TX,29.258,-98.3219,2150,America/Chicago,False
Morris,AL,33.7467,-86.8037,2149,America/Chicago,False
Maple Lake,MN,45.2334,-94.0059,2148,America/Chicago,False
Caryville,TN,36.3252,-84.2198,2148,America/New_York,False
Laymantown,VA,37.3628,-79.8525,2148,America/New_York,False
Albany,IN,40.3056,-85.2331,2148,America/Indiana/Indianapolis,False
Parma,ID,43.7863,-116.9428,2147,America/Boise,False
Marlborough,MO,38.5683,-90.3393,2147,America/Chicago,False
Berkeley Lake,GA,33.9805,-84.1839,2147,America/New_York,False
Barahona,PR,18.3523,-66.4442,2147,America/Puerto_Rico,False
Morenci,MI,41.7226,-84.2169,2147,America/Detroit,False
Lewistown,IL,40.3968,-90.1555,2146,America/Chicago,False
Arlington,MN,44.6083,-94.0766,2146,America/Chicago,False
Chester,CA,40.3017,-121.2339,2145,America/Los_Angeles,False
Cloverdale,IN,39.5211,-86.7995,2145,America/Indiana/Indianapolis,False
Borrego Springs,CA,33.241,-116.3571,2145,America/Los_Angeles,False
Rockport,IN,37.8896,-87.0542,2144,America/Chicago,False
Kingsbury,NV,38.9909,-119.8837,2144,America/Los_Angeles,False
Long Beach,MD,38.4568,-76.4737,2143,America/New_York,False
Toledo,IA,41.9902,-92.5803,2143,America/Chicago,False
Haverhill,FL,26.6909,-80.1217,2143,America/New_York,False
Lafourche Crossing,LA,29.7675,-90.7697,2142,America/Chicago,False
Fannett,TX,29.925,-94.2389,2142,America/Chicago,False
Lakin,KS,37.94,-101.2585,2141,America/Chicago,False
Piketon,OH,39.0649,-82.9985,2140,America/New_York,False
Coaldale,PA,40.8197,-75.9161,2140,America/New_York,False
Lorenz Park,NY,42.2669,-73.77,2140,America/New_York,False
Clinton,WI,42.5574,-88.8679,2140,America/Chicago,False
Varnell,GA,34.9015,-84.9645,2139,America/New_York,False
Lipscomb,AL,33.4261,-86.926,2139,America/Chicago,False
Rising Sun,IN,38.9531,-84.8545,2139,America/New_York,False
Granby,CO,40.0648,-105.9194,2139,America/Denver,False
Cherryvale,KS,37.2694,-95.554,2138,America/Chicago,False
Malad City,ID,42.1903,-112.25,2137,America/Boise,False
Ridgetop,TN,36.4045,-86.7681,2137,America/Chicago,False
Howard Lake,MN,45.0604,-94.067,2136,America/Chicago,False
China Lake Acres,CA,35.6387,-117.7667,2136,America/Los_Angeles,False
Aviston,IL,38.6162,-89.6087,2136,America/Chicago,False
Santa Nella,CA,37.1014,-121.0153,2135,America/Los_Angeles,False
Emajagua,PR,18.0015,-65.8829,2134,America/Puerto_Rico,False
Dublin,PA,40.373,-75.204,2133,America/New_York,False
Wewahitchka,FL,30.1148,-85.1935,2133,America/Chicago,False
Montegut,LA,29.4656,-90.5617,2133,America/Chicago,False
Tavernier,FL,25.0188,-80.5132,2132,America/New_York,False
Solomons,MD,38.3373,-76.4611,2132,America/New_York,False
Wrightsville,AR,34.6109,-92.2136,2131,America/Chicago,False
Brighton,IL,39.0405,-90.1408,2131,America/Chicago,False
Johnson City,TX,30.2742,-98.4063,2131,America/Chicago,False
Liberty,KY,37.3206,-84.9285,2130,America/New_York,False
Reinholds,PA,40.2697,-76.1218,2129,America/New_York,False
Owens Cross Roads,AL,34.5845,-86.4574,2129,America/Chicago,False
Atlantis,FL,26.5962,-80.1031,2129,America/New_York,False
Elkton,KY,36.8135,-87.161,2129,America/Chicago,False
Anchor Point,AK,59.7703,-151.7052,2129,America/Anchorage,False
Belford,NJ,40.4262,-74.0803,2129,America/New_York,False
Glenwood,AR,34.3279,-93.5309,2128,America/Chicago,False
Redgranite,WI,44.0513,-89.1058,2128,America/Chicago,False
North Beach Haven,NJ,39.6008,-74.2123,2128,America/New_York,False
Rouses Point,NY,44.9933,-73.3633,2126,America/New_York,False
Salt Creek Commons,IN,41.5112,-87.1412,2126,America/Chicago,False
Demorest,GA,34.5648,-83.5424,2125,America/New_York,False
Orleans,IN,38.6615,-86.4517,2125,America/Indiana/Indianapolis,False
Palmer,TX,32.4259,-96.6724,2123,America/Chicago,False
Vineyard Haven,MA,41.4565,-70.6069,2123,America/New_York,False
Tennille,GA,32.936,-82.8134,2123,America/New_York,False
Jasonville,IN,39.162,-87.1998,2122,America/Indiana/Indianapolis,False
Council Grove,KS,38.6623,-96.4917,2121,America/Chicago,False
Cabin John,MD,38.9743,-77.1635,2121,America/New_York,False
Turner,OR,44.8489,-122.9517,2121,America/Los_Angeles,False
Tremont,IL,40.5249,-89.4902,2120,America/Chicago,False
Mason City,IL,40.2022,-89.6974,2119,America/Chicago,False
Country Knolls,NY,42.9141,-73.8062,2119,America/New_York,False
Kahuku,HI,21.6793,-157.9473,2119,Pacific/Honolulu,False
Mount Jackson,VA,38.7394,-78.6513,2118,America/New_York,False
Welch,WV,37.4455,-81.5722,2117,America/New_York,False
Jal,NM,32.1148,-103.19,2117,America/Denver,False
Cedar Grove,WI,43.5682,-87.8243,2117,America/Chicago,False
Landisville,PA,40.0902,-76.4063,2117,America/New_York,False
Watchtower,NY,41.6371,-74.2633,2117,America/New_York,False
Madison,NC,36.3868,-79.975,2116,America/New_York,False
Ciales,PR,18.3343,-66.4704,2116,America/Puerto_Rico,False
Vinita Park,MO,38.6888,-90.3393,2116,America/Chicago,False
Ronan,MT,47.5287,-114.1005,2116,America/Denver,False
Maple Plain,MN,45.0088,-93.6618,2114,America/Chicago,False
Hamilton City,CA,39.7422,-122.0125,2113,America/Los_Angeles,False
Arnold Line,MS,31.3372,-89.3772,2113,America/Chicago,False
Hertford,NC,36.1813,-76.4673,2113,America/New_York,False
Stanfield,OR,45.7849,-119.219,2112,America/Los_Angeles,False
Huntington,TX,31.2803,-94.5772,2111,America/Chicago,False
East Missoula,MT,46.8801,-113.9401,2111,America/Denver,False
Wilmerding,PA,40.3942,-79.8101,2111,America/New_York,False
Quitman,MS,32.0417,-88.7202,2111,America/Chicago,False
Montz,LA,30.0168,-90.4634,2111,America/Chicago,False
Unionville,TN,35.6118,-86.5739,2109,America/Chicago,False
Horseshoe Bend,AR,36.2217,-91.7396,2109,America/Chicago,False
Breckinridge Center,KY,37.682,-87.8656,2109,America/Chicago,False
Lake Lotawana,MO,38.902,-94.2626,2109,America/Chicago,False
Bell Canyon,CA,34.2081,-118.6876,2109,America/Los_Angeles,False
Hickman,KY,36.565,-89.1837,2108,America/Chicago,False
Kountze,TX,30.3724,-94.3161,2108,America/Chicago,False
West Hamburg,PA,40.5524,-76.002,2108,America/New_York,False
Pawnee,OK,36.3363,-96.8019,2106,America/Chicago,False
Jamestown,TN,36.4319,-84.9341,2106,America/Chicago,False
Williston Highlands,FL,29.3336,-82.5357,2106,America/New_York,False
Eureka Springs,AR,36.4105,-93.745,2106,America/Chicago,False
Helper,UT,39.6898,-110.8597,2105,America/Denver,False
Cudjoe Key,FL,24.6746,-81.4986,2105,America/New_York,False
Conesus Lake,NY,42.7756,-77.7135,2105,America/New_York,False
Braddock,PA,40.4018,-79.8688,2105,America/New_York,False
Jonestown,TX,30.4754,-97.9297,2105,America/Chicago,False
Belvedere,CA,37.8735,-122.4662,2104,America/Los_Angeles,False
Shinnston,WV,39.3923,-80.2989,2104,America/New_York,False
San Juan Bautista,CA,36.8455,-121.538,2104,America/Los_Angeles,False
Belville,NC,34.2194,-77.9984,2103,America/New_York,False
East Helena,MT,46.585,-111.9158,2103,America/Denver,False
Maysville,GA,34.2557,-83.5521,2103,America/New_York,False
Cumberland,WI,45.5361,-92.0289,2103,America/Chicago,False
Falmouth,KY,38.6708,-84.331,2103,America/New_York,False
Angola,NY,42.6379,-79.0295,2101,America/New_York,False
Smoke Rise,AL,33.8789,-86.824,2101,America/Chicago,False
Hanley Hills,MO,38.6856,-90.3249,2101,America/Chicago,False
Gila Bend,AZ,32.9662,-112.7155,2100,America/Phoenix,False
Westport,WA,46.8917,-124.1118,2100,America/Los_Angeles,False
Bowdon,GA,33.5378,-85.2539,2100,America/New_York,False
Willow Springs,MO,36.9878,-91.9621,2099,America/Chicago,False
New Boston,OH,38.7516,-82.9351,2099,America/New_York,False
Poquonock Bridge,CT,41.3379,-72.0175,2098,America/New_York,False
Oakbrook Terrace,IL,41.8539,-87.9685,2098,America/Chicago,False
Kure Beach,NC,34.0003,-77.9077,2098,America/New_York,False
Nisswa,MN,46.5003,-94.2977,2096,America/Chicago,False
South Zanesville,OH,39.9036,-82.0178,2095,America/New_York,False
North Pole,AK,64.753,-147.36,2094,America/Anchorage,False
Josephine,TX,33.0618,-96.3186,2094,America/Chicago,False
Manahawkin,NJ,39.6931,-74.2493,2094,America/New_York,False
Chouteau,OK,36.1884,-95.3362,2093,America/Chicago,False
Graysville,AL,33.6583,-86.9674,2092,America/Chicago,False
Malone,FL,30.9589,-85.1622,2092,America/Chicago,False
Milford,NE,40.7722,-97.0535,2090,America/Chicago,False
Laguna Heights,TX,26.081,-97.2592,2090,America/Chicago,False
Williamsport,MD,39.5974,-77.818,2089,America/New_York,False
Calwa,CA,36.7136,-119.7607,2089,America/Los_Angeles,False
Essex Fells,NJ,40.8271,-74.2798,2088,America/New_York,False
Walnutport,PA,40.7514,-75.5955,2087,America/New_York,False
Greenock,PA,40.3125,-79.8036,2087,America/New_York,False
Lame Deer,MT,45.6176,-106.6134,2086,America/Denver,False
Greenfield,TN,36.16,-88.8036,2086,America/Chicago,False
Geneva,NE,40.5308,-97.5974,2086,America/Chicago,False
Gurdon,AR,33.9155,-93.1544,2085,America/Chicago,False
Marceline,MO,39.7167,-92.9473,2085,America/Chicago,False
Granby,MO,36.9181,-94.2607,2085,America/Chicago,False
Patterson Tract,CA,36.3795,-119.2956,2085,America/Los_Angeles,False
Astatula,FL,28.7065,-81.7346,2085,America/New_York,False
New Eagle,PA,40.2064,-79.9532,2085,America/New_York,False
Fairbanks Ranch,CA,32.9919,-117.1859,2085,America/Los_Angeles,False
Lake Holiday,VA,39.3092,-78.3245,2084,America/New_York,False
Versailles,IN,39.0636,-85.2564,2083,America/Indiana/Indianapolis,False
Cairo,IL,37.0062,-89.1819,2083,America/Chicago,False
Auburn,MI,43.6021,-84.0757,2083,America/Detroit,False
Houston,MO,37.3212,-91.9611,2082,America/Chicago,False
Rockwell City,IA,42.3981,-94.6289,2082,America/Chicago,False
Naples,UT,40.4318,-109.4913,2082,America/Denver,False
Mineralwells,WV,39.1807,-81.513,2082,America/New_York,False
Galesburg,MI,42.2911,-85.4182,2081,America/Detroit,False
Cabool,MO,37.1262,-92.1032,2080,America/Chicago,False
Horse Pasture,VA,36.6313,-79.9514,2080,America/New_York,False
Cowarts,AL,31.2041,-85.3062,2079,America/Chicago,False
Spencerville,MD,39.119,-76.9828,2079,America/New_York,False
Columbus Grove,OH,40.9205,-84.0598,2079,America/New_York,False
Fifth Street,TX,29.5982,-95.5519,2079,America/Chicago,False
Columbus,MT,45.636,-109.2488,2079,America/Denver,False
Honokaa,HI,20.0746,-155.4656,2079,Pacific/Honolulu,False
Cambridge,IL,41.2984,-90.1907,2078,America/Chicago,False
Pecatonica,IL,42.3087,-89.3577,2078,America/Chicago,False
Tracy,MN,44.239,-95.6153,2077,America/Chicago,False
Elsberry,MO,39.1683,-90.7879,2077,America/Chicago,False
Southmont,PA,40.3108,-78.9327,2076,America/New_York,False
Ord,NE,41.5995,-98.9169,2076,America/Chicago,False
River Heights,UT,41.7219,-111.8195,2076,America/Denver,False
Seneca,KS,39.8376,-96.0689,2075,America/Chicago,False
Oakley,KS,39.1234,-100.8451,2075,America/Chicago,False
Fritz Creek,AK,59.747,-151.2884,2074,America/Anchorage,False
Coal Grove,OH,38.4976,-82.6423,2074,America/New_York,False
Morrisville,VT,44.5583,-72.5933,2073,America/New_York,False
Holcomb,KS,37.9864,-100.9937,2073,America/Chicago,False
Weatherby Lake,MO,39.2365,-94.696,2073,America/Chicago,False
Stevensville,MT,46.511,-114.0788,2072,America/Denver,False
Lincoln Beach,OR,44.8746,-124.031,2072,America/Los_Angeles,False
New Haven,MO,38.6048,-91.2179,2072,America/Chicago,False
Cardington,OH,40.498,-82.8937,2071,America/New_York,False
Blanco,TX,30.0987,-98.4169,2071,America/Chicago,False
Lyman,WY,41.3275,-110.2975,2070,America/Denver,False
Anthony,KS,37.1573,-98.0408,2070,America/Chicago,False
Topton,PA,40.5032,-75.7024,2069,America/New_York,False
Kirbyville,TX,30.6578,-93.9001,2069,America/Chicago,False
Dolgeville,NY,43.1031,-74.7749,2069,America/New_York,False
Wellington,TX,34.8538,-100.2141,2068,America/Chicago,False
Seneca Knolls,NY,43.12,-76.2874,2068,America/New_York,False
Sac City,IA,42.4217,-94.9979,2068,America/Chicago,False
Pegram,TN,36.1037,-87.0565,2068,America/Chicago,False
Robesonia,PA,40.3495,-76.1391,2067,America/New_York,False
Conway,PA,40.6674,-80.2411,2067,America/New_York,False
Greensburg,KY,37.2599,-85.4966,2066,America/Chicago,False
Porter Heights,TX,30.1501,-95.3217,2066,America/Chicago,False
Glen Rock,PA,39.7935,-76.7307,2065,America/New_York,False
Fairplains,NC,36.1954,-81.1559,2065,America/New_York,False
Shadybrook,TX,32.1108,-95.4212,2065,America/Chicago,False
Drexel,OH,39.7382,-84.2931,2064,America/New_York,False
Colfax,IA,41.68,-93.2386,2064,America/Chicago,False
Stephens City,VA,39.0902,-78.223,2063,America/New_York,False
Pardeeville,WI,43.5359,-89.301,2063,America/Chicago,False
Marshall,VA,38.8661,-77.8453,2063,America/New_York,False
Las Marías,PR,18.2928,-67.145,2063,America/Puerto_Rico,False
Midway,PA,39.8039,-77.0052,2062,America/New_York,False
Midway,GA,31.8003,-81.419,2061,America/New_York,False
Cape Carteret,NC,34.6973,-77.0572,2061,America/New_York,False
McCamey,TX,31.1325,-102.22,2060,America/Chicago,False
Olton,TX,34.1802,-102.137,2060,America/Chicago,False
New Stanton,PA,40.2237,-79.6086,2060,America/New_York,False
San Ysidro,NM,32.3568,-106.8129,2060,America/Denver,False
Simmesport,LA,30.9805,-91.8143,2060,America/Chicago,False
Kohler,WI,43.7364,-87.7795,2059,America/Chicago,False
St. George,MO,38.5376,-90.312,2058,America/Chicago,False
Jacksboro,TN,36.3352,-84.1928,2058,America/New_York,False
Stratford,TX,36.3376,-102.076,2057,America/Chicago,False
Lake Summerset,IL,42.4521,-89.3984,2057,America/Chicago,False
Kerhonkson,NY,41.7797,-74.2956,2057,America/New_York,False
Burnt Store Marina,FL,26.7645,-82.0507,2057,America/New_York,False
Thorsby,AL,32.917,-86.7203,2057,America/Chicago,False
Wilsonville,AL,33.2351,-86.4882,2056,America/Chicago,False
Chevy Chase Village,MD,38.9698,-77.0793,2056,America/New_York,False
Bellerose Terrace,NY,40.7221,-73.7252,2056,America/New_York,False
Ganado,TX,29.0413,-96.511,2055,America/Chicago,False
Imperial,NE,40.5145,-101.6374,2055,America/Denver,False
Three Forks,MT,45.89,-111.5522,2055,America/Denver,False
Leonard,TX,33.383,-96.2467,2054,America/Chicago,False
Hale Center,TX,34.0662,-101.8462,2054,America/Chicago,False
Buena Vista,GA,32.3188,-84.5177,2053,America/New_York,False
Jermyn,PA,41.5274,-75.5455,2053,America/New_York,False
Rosemount,OH,38.7812,-82.9664,2053,America/New_York,False
Postville,IA,43.084,-91.5683,2053,America/Chicago,False
Tigerville,SC,35.0669,-82.3695,2052,America/New_York,False
Clancy,MT,46.4493,-112.0029,2052,America/Denver,False
Ida Grove,IA,42.3439,-95.4732,2052,America/Chicago,False
Lisbon,ND,46.4385,-97.6841,2051,America/Chicago,False
Yorktown,TX,28.9829,-97.505,2050,America/Chicago,False
West Branch,MI,44.2736,-84.2362,2050,America/Detroit,False
Hinckley,IL,41.7714,-88.6397,2050,America/Chicago,False
Snow Hill,MD,38.1654,-75.3968,2050,America/New_York,False
McDonald,PA,40.3701,-80.2323,2050,America/New_York,False
